MONGODB | Adding localhost:27017 to the cluster.
MONGODB | Connection refused - connect(2) for 127.0.0.1:27017
MONGODB | localhost:27017 | triresults_development.delete | STARTED | {"delete"=>"races", "deletes"=>[{"q"=>{}, "limit"=>0}], "ordered"=>true}
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000484s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30061e2'), "group"=>{"name"=>"masters F", "place"=>1}, "bib"=>10, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000468s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30061f2'), "group"=>{"name"=>"50 to 59 (F)", "place"=>1}, "bib"=>11, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000517s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006202'), "group"=>{"name"=>"20 to 29 (M)", "place"=>1}, "bib"=>12, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00044500000000000003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006212'), "group"=>{"name"=>"10 to 19 (F)", "place"=>1}, "bib"=>13, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00047s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006222'), "group"=>{"name"=>"20 to 29 (F)", "place"=>1}, "bib"=>14, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00051s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006232'), "group"=>{"name"=>"40 to 49 (M)", "place"=>3}, "bib"=>15, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000464s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006242'), "group"=>{"name"=>"40 to 49 (F)", "place"=>3}, "bib"=>16, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000457s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006252'), "group"=>{"name"=>"50 to 59 (M)", "place"=>1}, "bib"=>17, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000506s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006262'), "group"=>{"name"=>"20 to 29 (M)", "place"=>2}, "bib"=>18, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000491s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006272'), "group"=>{"name"=>"20 to 29 (F)", "place"=>2}, "bib"=>19, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000491s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006282'), "group"=>{"name"=>"masters M", "place"=>1}, "bib"=>20, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00051s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006292'), "group"=>{"name"=>"40 to 49 (F)", "place"=>1}, "bib"=>1, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00049s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30062a2'), "group"=>{"name"=>"20 to 29 (F)", "place"=>1}, "bib"=>2, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000463s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30062b2'), "group"=>{"name"=>"40 to 49 (F)", "place"=>2}, "bib"=>3, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000488s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30062c2'), "group"=>{"name"=>"20 to 29 (M)", "place"=>2}, "bib"=>4, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000481s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30062d2'), "group"=>{"name"=>"30 to 39 (M)", "place"=>1}, "bib"=>5, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0005020000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30062e2'), "group"=>{"name"=>"10 to 19 (F)", "place"=>4}, "bib"=>6, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000658s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30062f2'), "group"=>{"name"=>"50 to 59 (F)", "place"=>1}, "bib"=>7, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00048s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006302'), "group"=>{"name"=>"50 to 59 (F)", "place"=>2}, "bib"=>8, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00046800000000000005s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006312'), "group"=>{"name"=>"30 to 39 (M)", "place"=>2}, "bib"=>9, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000493s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006322'), "group"=>{"name"=>"20 to 29 (F)", "place"=>2}, "bib"=>10, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000546s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006332'), "group"=>{"name"=>"50 to 59 (M)", "place"=>1}, "bib"=>11, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000455s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006342'), "group"=>{"name"=>"10 to 19 (F)", "place"=>3}, "bib"=>12, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000425s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006352'), "group"=>{"name"=>"10 to 19 (F)", "place"=>2}, "bib"=>13, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00051s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006362'), "group"=>{"name"=>"masters M", "place"=>2}, "bib"=>14, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000445s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006372'), "group"=>{"name"=>"masters F", "place"=>1}, "bib"=>15, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000451s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006382'), "group"=>{"name"=>"masters M", "place"=>1}, "bib"=>16, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00047900000000000004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006392'), "group"=>{"name"=>"10 to 19 (F)", "place"=>1}, "bib"=>17, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000693s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30063a2'), "group"=>{"name"=>"20 to 29 (F)", "place"=>3}, "bib"=>18, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000614s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30063b2'), "group"=>{"name"=>"20 to 29 (F)", "place"=>4}, "bib"=>19, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0005059999999999999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30063c2'), "group"=>{"name"=>"20 to 29 (M)", "place"=>1}, "bib"=>20, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0005110000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30063d2'), "group"=>{"name"=>"masters M"}, "bib"=>1, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Objec...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000434s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30063e2'), "group"=>{"name"=>"10 to 19 (M)"}, "bib"=>2, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000432s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30063f2'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>3, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006439999999999999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006402'), "group"=>{"name"=>"20 to 29 (F)"}, "bib"=>4, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000424s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006412'), "group"=>{"name"=>"40 to 49 (M)"}, "bib"=>5, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000393s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006422'), "group"=>{"name"=>"40 to 49 (F)"}, "bib"=>6, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000375s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006432'), "group"=>{"name"=>"30 to 39 (F)"}, "bib"=>7, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00039s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006442'), "group"=>{"name"=>"40 to 49 (F)"}, "bib"=>8, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000382s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006452'), "group"=>{"name"=>"40 to 49 (M)"}, "bib"=>9, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00040399999999999995s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006462'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>10, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00039900000000000005s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006472'), "group"=>{"name"=>"40 to 49 (M)"}, "bib"=>11, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00046s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006482'), "group"=>{"name"=>"masters F"}, "bib"=>12, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Obje...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000406s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006492'), "group"=>{"name"=>"masters M"}, "bib"=>13, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Obje...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00038300000000000004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30064a2'), "group"=>{"name"=>"40 to 49 (F)"}, "bib"=>14, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00037s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30064b2'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>15, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00038399999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30064c2'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>16, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000346s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30064d2'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>17, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00038300000000000004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30064e2'), "group"=>{"name"=>"40 to 49 (F)"}, "bib"=>18, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000352s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c30064f2'), "group"=>{"name"=>"40 to 49 (F)"}, "bib"=>19, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000371s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006502'), "group"=>{"name"=>"20 to 29 (M)"}, "bib"=>20, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000347s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006512'), "group"=>{"name"=>"20 to 29 (F)", "place"=>1}, "bib"=>1, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000541s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006522'), "group"=>{"name"=>"30 to 39 (M)", "place"=>2}, "bib"=>2, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00048100000000000004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006532'), "group"=>{"name"=>"50 to 59 (M)", "place"=>1}, "bib"=>3, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00046199999999999995s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006542'), "group"=>{"name"=>"20 to 29 (M)", "place"=>3}, "bib"=>4, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00042100000000000004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006552'), "group"=>{"name"=>"10 to 19 (M)", "place"=>1}, "bib"=>5, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000463s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006562'), "group"=>{"name"=>"40 to 49 (F)", "place"=>1}, "bib"=>6, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000476s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006572'), "group"=>{"name"=>"30 to 39 (F)", "place"=>3}, "bib"=>7, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000511s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006582'), "group"=>{"name"=>"40 to 49 (F)", "place"=>2}, "bib"=>8, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000444s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58d0e301d083c3006592'), "group"=>{"name"=>"10 to 19 (F)", "place"=>1}, "bib"=>9, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000505s
